"full_name","q","i","pha","H","moid","ad","first_obs","condition_code"
"613995 (2008 NP3)",0.669,1.43,N,22.83,0.0153,1.34,2008-07-14,0
"614088 (2008 SW150)",0.782,19.98,N,19.38,0.0614,2.79,2008-09-29,0
"614134 (2008 TC4)",0.348,10.65,Y,21.65,0.00328,1.21,2008-10-06,0
"614266 (2008 VN)",1.119,12.88,N,16.95,0.253,5.03,1992-11-19,0
"614313 (2008 YR27)",0.563,8.48,N,18.27,0.128,3.96,2008-12-07,0
"614316 (2008 YZ32)",0.394,16.54,N,20.25,0.0512,1.68,2008-12-31,0
"614374 (2009 CR2)",0.894,28.00,N,16.70,0.102,5.03,1993-03-19,1
"614406 (2009 FV4)",0.734,45.92,N,18.67,0.171,2.82,2002-03-12,0
"614417 (2009 HB)",1.003,10.09,N,17.97,0.129,3.87,1994-11-10,0
"614427 (2009 JK1)",1.118,8.92,N,19.82,0.162,2.77,2001-09-14,0
"614433 (2009 KK)",0.818,18.21,Y,20.58,0.000922,2.19,2009-05-17,0
"614449 (2009 QB36)",0.488,15.52,N,17.85,0.262,4.01,2002-10-11,0
"614470 Flordeneu (2009 ST19)",0.956,6.73,Y,18.39,0.00973,3.77,1998-11-19,0
"614478 (2009 SN98)",1.175,6.54,N,19.12,0.214,2.79,1999-02-18,0
"614521 (2009 UK)",1.023,3.53,N,19.92,0.0598,2.93,1984-12-22,0
"614599 (2010 AB78)",1.023,33.25,N,18.31,0.207,3.49,2003-01-27,0
"614603 (2010 CM)",1.234,7.43,N,18.52,0.27,4.02,2002-08-18,0
"614643 (2010 GH65)",1.056,21.01,N,18.87,0.152,4.37,2001-09-15,0
"614689 (2020 XL5)",0.613,13.85,N,20.29,0.0765,1.39,2012-12-23,0
"618348 (2016 PN)",0.573,21.60,N,20.22,0.0711,1.14,2012-08-05,0
"618350 (2021 PS2)",0.818,7.92,Y,19.92,0.0352,2.29,2012-12-09,0
"619034 (2005 JT108)",0.737,8.94,N,19.14,0.122,2.71,2005-05-14,0
"619106 (2005 SQ)",0.703,1.20,Y,20.11,0.00554,2.61,2005-09-22,0
"619492 (2004 KZ14)",1.056,7.89,N,20.48,0.105,2.02,2001-11-12,0
"619920 (2006 KY86)",0.806,7.47,Y,19.74,0.0483,3.78,2006-05-26,0
"619926 (2006 MA)",1.243,24.75,N,18.98,0.472,4.05,2006-06-18,0
"620000 (2019 YS4)",0.572,21.42,N,19.95,0.311,1.98,2010-02-16,0
"620055 (2003 BK47)",0.808,20.66,Y,17.76,0.0194,4.69,2003-01-30,0
"620056 (2004 UR1)",0.835,4.08,Y,20.53,0.0193,3.52,2004-10-23,0
"620058 (2006 GV2)",0.335,17.32,N,19.70,0.228,3.65,2006-04-07,0
"620059 (2006 QS23)",0.593,19.99,N,20.15,0.108,1.79,2002-08-23,0
"620061 (2006 UB64)",0.625,9.58,N,20.70,0.163,3.57,2006-10-22,0
"620062 (2008 KD6)",0.729,24.14,N,19.68,0.128,1.89,2008-05-29,0
"620063 (2009 DH39)",0.739,53.69,Y,18.59,0.0176,2.96,2009-02-25,0
"620064 (2009 QD34)",1.230,6.40,N,18.21,0.252,3.64,2009-08-26,0
"620066 (2010 SC41)",0.734,0.25,Y,19.86,0.00113,3.00,2010-09-17,0
"620067 (2010 UE7)",0.536,9.42,N,19.32,0.153,3.09,2010-10-27,0
"620068 (2010 VE)",0.834,8.94,N,19.80,0.128,2.15,2010-10-01,0
"620069 (2011 FY2)",1.287,24.90,N,17.96,0.504,4.10,2002-02-14,0
"620070 (2011 UA)",1.036,8.92,N,18.62,0.0694,3.55,2004-04-23,0
"620071 (2011 WN15)",0.173,33.43,Y,19.64,0.00309,2.26,2011-11-22,0
"620072 (2012 BD124)",0.849,11.33,N,19.17,0.0863,3.02,2011-06-26,0
"620073 (2012 HO2)",0.747,26.35,N,20.41,0.159,1.72,2012-04-19,0
"620076 (2013 UR3)",1.261,24.98,N,17.00,0.278,5.09,1997-01-11,0
"620077 (2013 WR44)",0.955,32.08,N,20.55,0.0846,2.28,2013-11-26,0
"620078 (2014 HO4)",0.462,31.15,N,19.28,0.43,1.82,2002-06-03,0
"620079 (2014 HO129)",0.905,53.23,N,19.27,0.0949,2.58,2014-04-25,0
"620080 (2014 HM178)",0.651,21.59,N,18.36,0.293,3.02,2014-04-28,0
"620082 (2014 QL433)",0.592,4.43,Y,19.88,0.00901,3.59,2014-08-29,0
"620083 (2014 SZ303)",0.509,24.46,N,18.30,0.148,2.78,2014-09-19,0
"620084 (2014 WD201)",1.042,8.47,Y,19.29,0.0401,3.15,2014-11-21,0
"620085 (2014 WG365)",0.864,25.12,Y,20.12,0.0131,1.73,2014-11-25,0
"620089 (2015 FF120)",0.648,47.71,N,19.43,0.352,2.11,2015-03-25,0
"620090 (2015 FP332)",0.916,36.50,N,17.47,0.0959,4.79,2013-01-17,0
"620091 (2015 FD341)",0.310,20.54,N,17.73,0.124,1.60,2013-06-08,1
"620092 (2015 HB10)",0.794,5.70,Y,18.35,0.0263,2.91,2015-01-23,0
"620093 (2015 YP10)",1.111,25.87,N,20.20,0.195,1.77,2001-07-27,0
"620094 (2016 AJ193)",0.599,22.57,Y,18.98,0.015,5.92,2010-02-05,0
"620095 (2016 CB194)",0.924,9.88,Y,17.70,0.000243,4.10,2004-01-31,0
"620096 Curupira (2016 HL)",0.697,5.15,Y,19.85,0.00784,2.93,2011-05-30,0
"620097 (2016 HD19)",0.351,35.78,N,18.89,0.159,2.36,2016-04-29,1
"620098 (2016 JG18)",0.495,26.01,N,18.64,0.419,3.40,2016-05-01,1
"620099 (2016 OP5)",0.885,8.24,Y,20.95,0.0455,2.35,2016-06-01,0
"620100 (2016 WJ1)",0.666,2.89,Y,21.35,0.000146,2.01,2003-07-04,0
"620101 (2017 MW7)",1.095,22.48,N,21.01,0.0896,1.52,2011-07-25,0
"620102 (2017 QM18)",1.114,34.08,N,18.62,0.144,3.01,2012-12-12,0
"620103 (2018 LC3)",0.608,44.36,Y,18.79,0.0499,2.08,2014-11-09,1
"620104 (2018 LG5)",0.904,48.94,N,18.48,0.0631,2.10,2011-07-28,0
"620105 (2018 YS)",0.847,17.75,N,19.49,0.141,2.14,2012-02-14,0
"620106 (2020 HP8)",0.906,7.97,N,20.25,0.0556,2.91,2012-02-24,0
"620107 (2020 XK7)",0.887,8.08,Y,19.56,0.0403,3.14,2014-12-12,1
"620108 (2021 AX7)",1.141,19.17,N,20.99,0.17,1.97,2010-11-11,0
"620844 (2006 SA7)",1.269,35.57,N,19.43,0.553,2.71,2006-09-17,0
"621890 (2011 PO1)",0.919,5.74,Y,20.91,0.0343,4.11,2011-08-04,0
"621911 (2011 SB16)",0.506,6.88,N,18.83,0.118,4.55,2011-09-19,0
"622484 (2014 BY32)",1.042,39.72,N,19.49,0.0598,2.17,2014-01-25,1
"622577 Miorita (2014 LU14)",0.708,25.31,N,19.71,0.197,1.87,2014-06-02,1
"622591 (2014 MM55)",1.270,11.66,N,18.82,0.302,4.24,2011-01-29,0
"623769 (2018 RA5)",0.380,37.61,N,19.29,0.529,2.27,2009-09-17,0
"625646 (2006 GX2)",0.799,8.23,N,20.71,0.0934,2.71,2006-04-09,0
"625788 (2006 SA6)",1.034,5.80,N,19.35,0.0867,4.51,2006-09-16,0
"625991 (2006 UL185)",0.420,19.44,N,21.41,0.204,1.27,2006-10-28,0
"627157 (2008 OX1)",0.871,29.74,Y,21.50,0.036,1.54,2008-07-26,0
"627523 (2008 XE2)",1.255,7.96,N,19.25,0.288,3.83,2008-12-04,0
"628250 (2014 QL390)",1.245,3.59,N,22.25,0.235,2.92,2005-10-07,0
"651565 (2013 CL89)",0.816,26.55,N,19.47,0.134,1.69,2006-01-06,0
"654647 (2015 CN62)",1.147,5.47,N,20.15,0.17,1.80,2005-12-30,0
"657084 (2016 GT220)",0.997,23.65,Y,17.83,0.0243,2.22,1992-08-21,1
"658883 (2017 XD)",0.361,38.38,N,17.30,0.17,2.94,2005-03-11,0
"659609 (2019 SZ2)",1.264,22.45,N,19.78,0.288,2.10,2008-12-30,0
"659952 (2021 US11)",1.255,16.01,N,20.17,0.307,1.86,2007-09-04,1
"659955 (2022 AC30)",1.282,17.86,N,19.29,0.294,2.31,2005-01-18,0
"660096 (1998 SL36)",0.809,19.06,Y,20.23,0.0197,1.97,1998-09-24,0
"660483 (2001 VC76)",0.979,16.84,N,19.80,0.169,2.53,2001-11-14,0
"660599 (2002 JD109)",0.707,24.72,N,18.57,0.3,3.33,2002-05-15,0
"661492 (2004 TX37)",1.201,4.92,N,15.64,0.221,5.35,2003-09-29,0
"662203 (2005 WR2)",0.695,7.84,N,19.48,0.0745,2.37,2005-11-23,0
"662390 (2006 BN55)",0.834,18.69,N,20.00,0.0564,2.91,2005-07-12,0
"662564 (2006 JF)",0.371,42.51,N,19.59,0.227,1.80,2005-05-13,0
"663005 (2006 WU29)",1.238,28.96,N,18.38,0.28,4.00,2006-11-22,0
"663216 (2007 DK8)",0.958,32.58,N,19.11,0.209,2.34,2007-02-17,0
"663491 (2007 RT9)",0.690,21.28,N,19.06,0.233,2.64,2007-09-10,0
"663927 (2007 YO56)",0.823,15.61,N,20.15,0.147,1.74,2007-12-30,0
"664078 (2008 DL5)",0.577,18.64,N,22.11,0.042,1.61,2008-02-28,0
"664220 (2008 GV3)",0.946,72.86,N,18.45,0.249,3.85,2008-04-07,0
"665151 (2009 AH16)",0.477,21.98,N,17.83,0.274,3.46,2009-01-15,0
"665250 (2009 CA2)",0.784,31.73,N,18.77,0.183,2.23,2009-02-03,0
"665326 (2009 EF3)",0.728,16.53,N,21.57,0.197,1.37,2009-03-15,0
"665382 (2009 HV44)",0.960,37.99,N,18.82,0.201,2.37,2009-04-22,0
"665390 (2009 HD82)",0.656,5.80,N,21.69,0.0813,1.85,2009-04-24,0
"665429 (2009 KT21)",1.115,6.94,N,19.86,0.172,2.23,2009-05-29,0
"666220 (2010 AO60)",0.715,11.06,N,21.73,0.082,1.19,2010-01-15,0
"666241 (2010 BK2)",0.499,6.05,N,22.04,0.0326,1.31,2010-01-19,0
"666332 (2010 ED43)",1.067,56.99,N,19.85,0.115,1.61,2010-03-13,0
"666360 (2010 FC6)",0.566,30.43,N,20.23,0.436,1.56,1999-03-21,0
"666673 (2010 TJ7)",1.162,21.42,N,19.66,0.166,2.15,2010-10-05,0
"666729 (2010 TV149)",0.818,9.79,Y,18.72,0.0443,2.58,2002-06-15,0
"666966 (2010 XD11)",0.327,16.19,N,17.96,0.2,4.10,2010-12-03,0
"667255 (2011 EG17)",0.802,20.11,Y,20.68,0.0434,1.96,2011-03-06,0
"667303 (2011 FR29)",0.691,3.62,N,21.55,0.061,1.42,2011-03-30,0
"668499 (2012 AB11)",1.065,27.76,N,22.32,0.0978,2.10,2012-01-14,0
"668727 (2012 FS62)",0.744,13.44,N,20.15,0.115,1.72,2012-03-29,0
"668779 (2012 HO1)",1.117,7.17,N,23.75,0.117,3.04,2012-04-18,0
"668935 (2012 OC1)",1.240,8.31,N,17.55,0.275,4.16,2003-07-11,0
"668949 (2012 PP28)",0.782,5.67,Y,19.27,0.0265,3.20,2012-08-14,0
"669051 (2012 SD22)",0.839,7.91,Y,20.08,0.0167,3.09,2001-08-26,0
"669555 (2012 YQ1)",0.874,5.15,Y,21.11,0.00575,3.12,2010-05-31,0
"669608 (2013 AW52)",0.571,19.00,N,20.02,0.181,1.66,2013-01-06,0
"670011 (2013 EH89)",0.804,7.10,N,20.08,0.0867,1.89,2010-01-27,0
"670246 (2013 JE1)",0.812,32.68,N,19.24,0.176,1.94,2000-04-10,0
"670295 (2013 LH16)",0.600,7.96,N,18.91,0.121,5.25,2013-06-07,0
"670610 (2013 VK5)",0.510,19.41,N,20.48,0.186,1.95,2013-11-04,1
"670931 (2014 DJ112)",0.730,26.14,N,20.13,0.235,1.94,2014-02-28,1
"671076 (2014 FP47)",0.864,5.06,N,22.36,0.0259,1.47,2014-03-30,0
"671243 (2014 HR184)",0.869,14.33,N,20.04,0.103,1.72,2001-06-15,0
"671294 (2014 JO25)",0.234,25.16,Y,18.02,0.00684,3.90,2011-05-16,0
"671970 (2014 QO296)",0.973,10.94,Y,20.05,0.0147,2.70,2014-08-20,0
"672457 (2014 UR116)",0.564,6.57,Y,19.80,0.0292,3.58,2008-12-01,0
"672531 (2014 VU1)",1.296,21.08,N,18.74,0.33,2.74,2014-11-09,0
"672745 (2014 WV363)",0.894,5.53,Y,19.05,0.0294,2.80,2011-01-30,0
"672881 (2014 XG8)",1.002,57.13,N,17.72,0.16,3.18,2014-12-12,0
"673011 (2015 AR45)",0.414,9.23,Y,20.00,0.0176,2.36,2010-02-09,0
"673566 (2015 DE200)",0.568,18.71,N,20.25,0.111,1.81,2015-02-23,0
"673675 (2015 FM34)",0.881,4.68,N,22.50,0.0469,3.28,2015-03-18,0
"673677 (2015 FF37)",0.892,15.36,N,19.02,0.0778,2.16,2002-04-09,0
"673713 (2015 FQ117)",0.327,4.55,Y,20.87,0.0281,1.39,2015-03-22,0
"674207 (2015 MN66)",0.668,17.75,N,20.16,0.239,1.77,2000-05-04,0
"674590 (2015 RH2)",0.893,5.36,Y,22.00,0.0119,1.54,2015-08-21,0
"674942 (2015 TX143)",0.708,8.58,N,19.72,0.0963,2.46,2015-10-08,0
"675214 (2015 VR1)",1.002,19.24,N,20.90,0.148,2.17,2015-11-02,0
"675481 (2015 XL128)",0.768,17.93,N,17.82,0.189,4.38,1995-07-07,0
"675603 (2015 XE352)",0.816,2.05,Y,20.94,0.0147,1.85,2015-12-06,0
"675689 (2015 YA10)",0.533,9.55,N,20.56,0.0606,2.56,2015-12-30,0
"675797 (2016 AX147)",1.084,9.88,N,17.54,0.18,3.86,2001-08-23,0
"676261 (2016 EE156)",0.487,28.90,N,17.89,0.476,4.66,2016-02-28,0
"676362 (2016 FG15)",0.761,16.64,N,19.96,0.225,4.23,2016-02-06,0
"676480 (2016 GZ215)",1.238,6.57,N,21.08,0.261,1.97,2016-02-11,0
"677578 (2017 AV3)",0.774,36.48,N,19.68,0.231,2.40,2014-12-20,0
"677579 (2017 AF5)",0.125,20.85,N,17.79,0.156,4.84,2016-01-18,0
"677600 (2017 BM6)",0.538,6.23,N,19.96,0.0801,2.95,2014-06-26,0
"677781 (2017 DV34)",1.244,28.93,N,21.74,0.286,1.67,2014-07-31,0
"678010 (2017 FE101)",0.876,53.57,N,19.17,0.0523,2.07,2017-03-25,1
"678263 (2017 QP17)",0.622,24.22,N,19.58,0.358,1.67,2017-08-20,0
"678413 (2017 SV20)",0.905,22.73,Y,18.76,0.00928,1.70,2011-11-22,0
"678715 (2017 VV14)",0.347,15.89,Y,18.34,0.0493,4.13,2017-01-31,0
"678861 (2017 YH)",0.328,19.86,N,18.12,0.115,0.94,2016-12-05,1
"678899 (2018 AG2)",0.945,23.75,N,19.83,0.0577,2.16,2013-07-17,0
"678927 (2018 BP)",0.938,3.33,Y,20.56,0.00307,2.18,2017-05-21,0
"678964 (2018 CC14)",0.946,5.89,N,22.40,0.0253,3.22,2012-01-03,0
"678976 (2018 EH4)",0.798,6.19,Y,21.68,0.0241,3.32,2015-04-10,0
"678989 (2018 GY4)",0.266,17.24,N,19.06,0.175,1.57,2010-02-17,0
"679164 (2018 VG8)",1.291,6.14,N,19.00,0.322,4.17,2001-04-16,0
"679337 (2019 AQ4)",0.552,46.95,N,19.19,0.463,1.81,2014-12-26,1
"679420 (2019 EV2)",0.476,66.37,N,19.58,0.403,2.30,2011-03-26,0
"679440 (2019 GT2)",0.900,6.74,Y,19.10,0.0439,2.78,2014-01-04,0
"679648 (2019 XS)",0.677,4.45,N,23.84,0.00389,1.33,2000-04-04,0
"679655 (2020 BS12)",0.379,4.63,Y,20.11,0.0356,2.60,2010-06-07,0
"679656 (2020 BP13)",1.015,8.14,Y,21.06,0.0129,2.12,2015-12-18,0
"679657 (2020 BE15)",0.168,16.54,N,20.04,0.129,3.05,2016-02-10,0
"679756 (2020 KP1)",1.124,31.37,N,23.13,0.116,2.05,2014-05-24,0
"679757 (2020 KW7)",0.766,13.02,N,19.99,0.0575,3.45,2015-02-23,0
"679786 (2020 QG3)",0.908,7.43,Y,21.21,0.0162,3.27,2012-02-27,0
"679814 (2020 TH5)",0.857,4.60,Y,21.04,0.0346,1.99,2013-09-03,0
"679829 (2021 EC5)",1.138,16.71,N,18.36,0.13,3.35,2011-08-24,0
"679885 (2021 NQ5)",0.816,1.42,Y,21.14,7.29e-05,2.41,2014-04-25,0
"679969 (2022 PQ)",1.196,5.67,N,20.87,0.19,2.18,2011-08-21,0
"686964 (2011 GM44)",0.376,49.33,Y,19.68,0.022,1.19,2006-05-28,0
"688126 (2012 JS17)",0.706,15.65,N,21.04,0.125,1.73,2012-05-15,0
"688841 (2013 AV60)",0.553,7.38,N,18.77,0.108,3.58,2013-01-09,0
"690253 (2014 DE80)",0.258,26.66,N,19.49,0.334,2.69,2014-02-24,0
"693691 (2015 KJ157)",0.248,36.89,N,19.18,0.17,1.64,2003-06-23,1
"696314 (2016 GN206)",0.837,20.19,N,20.14,0.0772,2.33,2012-03-27,0
"696513 (2016 NL56)",0.640,4.60,Y,20.91,0.00357,2.17,2001-08-11,0
"699726 (2021 GR12)",0.544,13.73,N,18.01,0.104,3.63,2012-05-18,0
"706765 (2010 TK7)",0.809,20.90,N,20.78,0.0847,1.19,2010-10-01,0
"707657 (2011 OV4)",1.280,7.47,N,18.62,0.278,3.05,2011-07-25,0
"709992 (2013 LW28)",0.693,30.65,N,18.88,0.144,2.66,2013-06-12,0
"710271 (2013 RK96)",0.783,11.09,N,19.04,0.085,2.38,2011-09-07,0
"712200 (2014 SM143)",0.696,24.21,Y,20.39,0.00531,1.72,2010-10-26,0
"719002 (2018 BN3)",1.087,12.83,N,20.34,0.0996,2.02,2009-12-16,0
"719194 (2018 PL23)",0.334,14.35,Y,19.87,0.0314,2.80,2011-06-02,0
"719979 (2022 QK204)",0.324,34.46,N,17.63,0.498,3.78,2009-09-24,1
"723136 (2006 NL)",0.360,20.08,N,19.95,0.0568,1.34,2006-07-02,0
"723661 (2007 ES)",0.635,35.19,N,18.78,0.354,2.50,2007-03-09,1
"726196 (2009 UP1)",0.905,17.28,N,19.95,0.0712,2.13,2009-10-18,0
"738442 (2016 SG1)",0.647,36.41,N,17.24,0.345,3.61,2009-09-28,0
"       (1979 XB)",0.650,24.73,Y,18.60,0.0239,3.81,1979-12-11,9
"       (1982 YA)",1.123,35.18,N,18.02,0.212,6.17,1982-12-21,0
"       (1986 NA)",1.157,9.45,N,19.85,0.168,2.71,1986-07-08,0
"       (1988 NE)",1.248,9.66,N,19.25,0.235,3.24,1988-07-09,0
"       (1989 AZ)",0.876,11.79,N,19.39,0.0553,2.42,1989-01-08,0
"       (1990 UN)",0.807,3.68,N,23.50,0.0219,2.61,1990-10-22,9
"       (1991 BA)",0.715,1.94,N,28.60,0.000343,3.66,1991-01-18,9
"       (1991 GO)",0.666,9.55,Y,20.10,0.0258,3.19,1991-04-11,0
"       (1991 JR)",1.039,10.14,N,23.40,0.0442,1.77,1991-05-08,8
"       (1991 TT)",1.002,14.79,N,26.00,0.0306,1.39,1991-10-06,8
"       (1991 TU)",0.946,7.73,N,28.40,0.00447,1.90,1991-10-07,9
"       (1991 VA)",0.925,6.57,N,26.50,0.00717,1.94,1991-11-01,8
"       (1991 VG)",0.978,1.43,N,28.30,0.00154,1.09,1991-11-06,0
"       (1991 XA)",0.979,5.24,N,23.70,0.0473,3.54,1991-12-04,9
"       (1991 XB)",1.239,16.24,N,18.80,0.255,4.69,1991-10-05,0
"       (1992 DU)",0.957,24.99,N,25.30,0.0379,1.36,1992-02-26,8
"       (1992 JD)",1.004,13.57,N,25.00,0.0178,1.07,1992-05-03,6
"       (1992 SZ)",1.181,9.29,N,19.95,0.203,3.18,1992-08-22,0
"       (1992 YD3)",1.005,27.68,N,26.40,0.0236,1.30,1992-12-27,9
"       (1993 BD3)",1.022,0.89,N,26.20,0.0375,2.25,1993-01-26,8
"       (1993 BU3)",1.185,5.28,N,21.17,0.21,3.64,1993-01-29,7
"       (1993 DA)",0.849,12.39,N,26.40,0.0354,1.02,1993-02-17,6
"       (1993 FA1)",1.014,20.46,N,25.90,0.0253,1.84,1993-03-28,8
"       (1993 HC)",0.980,9.43,N,20.77,0.0707,3.00,1993-04-19,0
"       (1993 HP1)",0.973,8.02,N,27.10,0.00485,3.03,1993-04-27,9
"       (1993 KA)",1.007,6.05,N,26.00,0.00553,1.50,1993-05-17,6
"       (1993 KA2)",0.502,3.18,N,29.00,0.000246,3.95,1993-05-21,8
"       (1993 TZ)",0.876,4.15,N,26.00,0.00459,3.16,1993-10-15,1
"       (1993 UA)",0.959,4.61,N,25.40,0.00312,3.08,1993-10-21,7
"       (1993 UD)",1.063,22.79,N,20.38,0.184,1.58,1993-10-16,0
"       (1994 BB)",1.161,1.14,N,23.50,0.179,2.88,1994-01-18,1
"       (1994 CJ1)",1.005,2.31,Y,21.54,0.0322,1.98,1994-02-10,0
"       (1994 EK)",0.777,6.04,Y,20.30,0.0313,3.52,1994-03-07,0
"       (1994 EU)",0.994,6.44,N,25.90,0.03,1.75,1994-03-10,8
"       (1994 ES1)",0.574,1.15,N,28.50,0.000526,2.19,1994-03-14,8
"       (1994 FA)",1.010,12.95,N,25.20,0.0431,2.46,1994-03-16,8
"       (1994 GK)",0.772,5.66,N,24.20,0.00301,3.13,1994-04-07,8
"       (1994 GL)",0.339,3.68,N,25.50,0.0132,1.03,1994-04-07,2
"       (1994 GV)",0.951,0.37,N,27.40,0.000405,2.77,1994-04-13,7
"       (1994 NE)",0.806,27.59,Y,19.83,0.016,3.29,1994-06-12,8
"       (1994 NK)",1.090,5.69,N,20.08,0.106,3.62,1994-07-08,0
"       (1994 RB)",0.897,26.58,N,23.40,0.0389,4.05,1994-09-01,8
"       (1994 TA2)",1.249,7.02,N,20.30,0.264,4.02,1994-10-09,1
"       (1994 TE2)",1.255,5.68,N,22.70,0.258,3.24,1994-10-11,9
"       (1994 US)",1.177,8.49,N,21.00,0.215,4.29,1994-10-29,8
"       (1994 VH8)",0.909,3.40,N,27.70,0.00283,2.38,1994-11-01,9
"       (1994 WR12)",0.456,6.85,N,22.40,0.00159,1.06,1994-11-26,0
"       (1994 XG)",0.793,11.46,N,18.68,0.0658,2.37,1994-12-02,2
"       (1994 XM1)",0.896,5.62,N,28.20,0.000621,3.11,1994-12-09,9
"       (1995 BK2)",1.098,24.72,N,22.60,0.119,3.78,1995-01-31,8
"       (1995 CR)",0.119,4.07,Y,21.76,0.0126,1.69,1995-02-03,0
"       (1995 CS)",0.438,2.59,N,25.50,0.00138,3.41,1995-02-04,9
"       (1995 DV1)",0.966,3.50,N,23.00,0.0499,4.58,1995-02-25,9
"       (1995 FF)",0.671,0.56,N,26.50,0.0015,3.96,1995-03-28,8
"       (1995 FG)",1.161,1.96,N,23.00,0.156,2.54,1995-03-27,6
"       (1995 FO)",0.946,11.24,N,20.78,0.134,2.03,1995-03-28,0
"       (1995 FX)",1.040,21.44,N,20.10,0.0784,3.48,1995-03-30,0
"       (1995 HM)",1.139,3.99,N,23.00,0.131,1.78,1995-04-26,5
"       (1995 LA)",1.015,8.72,N,24.00,0.0165,3.24,1995-06-01,7
"       (1995 NA)",1.027,12.77,N,23.20,0.0508,2.34,1995-07-05,9
"       (1995 SB)",1.207,14.83,N,22.30,0.282,1.43,1995-09-18,2
"       (1995 SC1)",1.112,6.83,N,22.70,0.109,3.13,1995-09-23,7
"       (1995 SD1)",1.170,9.47,N,20.74,0.17,4.36,1995-09-23,0
"       (1995 SA4)",1.056,2.82,N,22.30,0.0531,3.95,1995-09-27,7
"       (1995 UB)",0.823,8.98,N,27.30,0.00274,1.98,1995-10-18,7
"       (1995 UC2)",1.170,28.88,N,20.89,0.42,2.38,1995-10-21,0
"       (1996 AP1)",0.967,5.47,N,24.70,0.0232,2.87,1996-01-14,8
"       (1996 AE2)",1.016,37.37,N,20.23,0.122,1.72,1996-01-15,0
"       (1996 BT)",0.202,11.99,N,22.79,0.0327,2.20,1996-01-19,9
"       (1996 BA1)",1.247,6.65,N,20.43,0.262,2.72,1996-01-21,0
"       (1996 BG1)",0.645,3.83,N,23.72,0.0272,1.15,1996-01-21,0
"       (1996 FT1)",0.875,2.70,N,24.40,0.0248,2.04,1996-03-19,8
"       (1996 FQ3)",1.077,1.07,N,21.05,0.0719,2.99,1996-03-26,0
"       (1996 GQ)",1.006,0.88,N,23.19,0.0241,2.97,1996-04-09,0
"       (1996 HN)",1.296,8.60,N,21.50,0.297,3.11,1996-04-19,5
"       (1996 JA1)",0.770,21.60,Y,21.00,0.0188,4.37,1996-05-14,6
"       (1996 KE)",1.192,24.26,N,19.20,0.196,3.94,1996-05-13,6
"       (1996 MQ)",1.027,3.50,N,24.50,0.0253,3.79,1996-06-24,8
"       (1996 TC1)",0.523,14.50,N,23.90,0.0123,3.20,1996-10-04,9
"       (1996 TP6)",0.954,9.27,N,20.00,0.0958,4.32,1996-10-09,0
"       (1996 TD9)",0.795,5.03,N,23.70,0.023,1.87,1996-10-12,2
"       (1996 VB3)",0.739,2.79,N,22.11,0.0225,2.52,1996-11-09,0
"       (1996 VZ4)",1.024,24.28,N,24.20,0.0437,2.19,1996-11-13,9
"       (1996 XZ12)",0.495,5.56,N,25.40,0.00595,1.46,1996-12-08,9
"       (1996 XX14)",0.894,10.56,N,19.33,0.0971,4.21,1996-12-10,0
"       (1997 AC11)",0.577,31.70,N,20.68,0.104,1.25,1997-01-10,0
"       (1997 CD17)",0.964,15.10,N,27.50,0.00898,1.28,1997-02-09,6
"       (1997 EN23)",1.181,6.95,N,22.80,0.187,5.30,1997-03-08,8
"       (1997 GK3)",1.011,18.37,N,22.67,0.0918,1.84,1997-04-07,0
"       (1997 GD32)",0.843,5.26,Y,21.50,0.0139,3.36,1997-04-14,7
"       (1997 MS)",0.526,54.91,N,19.36,0.175,3.34,1997-06-25,0
"       (1997 PN)",1.290,26.45,N,19.82,0.28,3.16,1997-08-01,1
"       (1997 QK1)",0.984,2.89,Y,20.08,0.0168,4.58,1997-08-27,0
"       (1997 RT)",1.071,6.16,N,19.96,0.0612,3.42,1997-09-02,0
"       (1997 TZ16)",0.813,3.80,N,24.50,0.00806,3.20,1997-10-09,8
"       (1997 TC25)",0.976,0.25,N,24.60,0.00125,4.21,1997-09-30,8
"       (1997 TT25)",1.236,7.61,N,19.36,0.248,3.01,1997-10-12,1
"       (1997 UR)",1.004,2.26,N,23.20,0.0176,1.91,1997-10-22,7
"       (1997 UZ10)",1.095,12.68,N,23.00,0.102,4.54,1997-10-29,8
"       (1997 UA11)",0.902,3.29,N,25.20,0.00105,3.83,1997-10-26,8
"       (1997 VG)",1.047,30.93,N,22.20,0.0818,2.45,1997-10-30,8
"       (1997 VN4)",1.093,7.52,N,23.30,0.103,3.79,1997-11-06,0
"       (1997 VG6)",0.702,18.43,Y,19.60,0.0479,2.50,1997-11-08,9
"       (1997 WQ23)",0.878,2.45,Y,20.80,0.0102,2.60,1997-11-29,0
"       (1997 XS2)",1.285,19.37,N,19.53,0.321,4.05,1997-11-30,0
"       (1997 XE10)",0.977,6.29,N,24.53,0.0154,2.77,1997-12-04,0
"       (1997 YM9)",0.982,7.84,N,24.36,0.0317,1.21,1997-12-28,0
"       (1997 YR10)",1.145,36.70,N,20.34,0.166,2.29,1997-12-29,9
"       (1998 BY7)",0.790,3.28,Y,21.47,0.0232,3.25,1998-01-22,0
"       (1998 BT13)",0.983,1.42,N,26.50,0.00144,3.92,1998-01-24,7
"       (1998 BR26)",0.838,12.23,N,26.00,0.0166,2.45,1998-01-30,7
"       (1998 DX11)",0.986,6.52,N,27.00,0.011,4.00,1998-02-23,8
